domain,subdomain,cart_domain,loggedin_std_1,loggedin_std_2,loggedin_std_3,loggedin_std_4,loggedin_sub_1,loggedin_sub_2,loggedout_std_1,loggedout_std_2,loggedout_sub_1,loggedout_add_shipping_fee,products_path,pdp_path,aspire_url
https://uat.badlandsranch.com/,cart,https://uat.badlandsranch.com/,a0N0m000003EAb7EAG,a0NDH000005rb9d2AA,a0N0m000003EAbAEAW,a0NDH000004GyU02AK,a0NDH0000047ZlY2AU&isSubscription=true&frequency=1,a0NDH000005rb8a2AA&isSubscription=true&frequency=1,a0N0m000003EAb1EAG,a0NDH000005rae22AA,a0NDH0000047Zuv2AE&isSubscription=true&frequency=1,a0N0m000003EAbAEAW&rPath=/cart,/products/,/p/superfood-complete/,https://get.aspr.app/SHeHw
