domain,subdomain,cart_domain,loggedin_std_1,loggedin_std_2,loggedin_std_3,loggedin_std_4,loggedin_sub_1,loggedin_sub_2,loggedout_std_1,loggedout_std_2,loggedout_sub_1,loggedout_add_shipping_fee,products_path,pdp_path
https://drmartypets.com,cart,https://drmartypets.com,a0N3w000016gxzeEAA,a0N3w000016gxzhEAA,a0N3w000016gxzkEAA,a0N3w000016gxztEAA,a0N3w000016hnpZEAQ&isSubscription=true&frequency=1,a0N3w000016hnpcEAA&isSubscription=true&frequency=1,a0N3w000014zpEFEAY,a0N3w000014zpEjEAI,a0N3w000016hnpfEAA&isSubscription=true&frequency=1,a0N3w000014zpEjEAI,/products/,/product/natures-blend/
