domain,subdomain,cart_domain,loggedin_std_1,loggedin_std_2,loggedin_std_3,loggedin_std_4,loggedin_sub_1,loggedin_sub_2,loggedout_std_1,loggedout_std_2,loggedout_sub_1,loggedout_add_shipping_fee,products_path,pdp_path,aspire_url
https://badlandsranch.com,cart,https://cart.badlandsranch.com,a0N3w000016hUbEEAU,a0N3w000019AWTkEAO,a0N3w000016hgEjEAI,a0N3w000018YZWiEAO,a0N3w000018YZloEAG&isSubscription=true&frequency=1,a0N3w000019AWToEAO&isSubscription=true&frequency=1,a0N3w000016hUb9EAE,a0N3w000019AWTjEAO,a0N3w000018YZmDEAW&isSubscription=true&frequency=1,a0N3w000016hgEgEAI,/products/,/p/superfood-complete/,https://get.aspr.app/SHBJG
