domain,subdomain,cart_domain,loggedin_std_1,loggedin_std_2,loggedin_std_3,loggedin_std_4,loggedin_sub_1,loggedin_sub_2,loggedout_std_1,loggedout_std_2,loggedout_sub_1,loggedout_add_shipping_fee,products_path,pdp_path
https://uat-int.drmartypets.com/,cart,https://uat-int.drmartypets.com/,a0N0m0000037UCUEA2,a0N0m0000037UCXEA2,a0N0m0000037UCaEAM,a0N0m0000037UCjEAM,a0N0m000003ECGJEA4&isSubscription=true&frequency=1,a0N0m000003ECGMEA4&isSubscription=true&frequency=1,a0N0m0000037GBUEA2,a0N0m0000037GBjEAM,a0N0m000003ECGPEA4&isSubscription=true&frequency=1,a0N0m0000037GByEAM,/products/,/product/natures-blend/
